sentence|tone|rater_order|current_rating
I could not have done the decorating without your help.|affectionate|2|2
I could not have done the decorating without your help.|affectionate|3|2
I could not have done the decorating without your help.|affectionate|4|2
I could not have done the decorating without your help.|angry|0|1
I could not have done the decorating without your help.|angry|1|1
I could not have done the decorating without your help.|angry|2|1
I could not have done the decorating without your help.|angry|3|1
I could not have done the decorating without your help.|angry|4|1
I could not have done the decorating without your help.|annoyed|0|1
I could not have done the decorating without your help.|annoyed|1|1
I could not have done the decorating without your help.|annoyed|2|1
I could not have done the decorating without your help.|annoyed|3|1
I could not have done the decorating without your help.|annoyed|4|1
I could not have done the decorating without your help.|anxious|0|1
I could not have done the decorating without your help.|anxious|1|1
I could not have done the decorating without your help.|anxious|2|1
I could not have done the decorating without your help.|anxious|3|1
I could not have done the decorating without your help.|anxious|4|1
I could not have done the decorating without your help.|apologetic|0|1
I could not have done the decorating without your help.|apologetic|1|1
I could not have done the decorating without your help.|apologetic|2|1
I could not have done the decorating without your help.|apologetic|3|1
I could not have done the decorating without your help.|apologetic|4|1
I could not have done the decorating without your help.|appreciative|0|4
I could not have done the decorating without your help.|appreciative|1|5
I could not have done the decorating without your help.|appreciative|2|5
I could not have done the decorating without your help.|appreciative|3|4
I could not have done the decorating without your help.|appreciative|4|5
I could not have done the decorating without your help.|concerned|0|1
I could not have done the decorating without your help.|concerned|1|1
I could not have done the decorating without your help.|concerned|2|1
I could not have done the decorating without your help.|concerned|3|1
I could not have done the decorating without your help.|concerned|4|1
I could not have done the decorating without your help.|confused|0|1
I could not have done the decorating without your help.|confused|1|1
I could not have done the decorating without your help.|confused|2|1
I could not have done the decorating without your help.|confused|3|1
I could not have done the decorating without your help.|confused|4|1
I could not have done the decorating without your help.|curious|0|1
I could not have done the decorating without your help.|curious|1|1
I could not have done the decorating without your help.|curious|2|1
I could not have done the decorating without your help.|curious|3|1
I could not have done the decorating without your help.|curious|4|1
I could not have done the decorating without your help.|defensive|0|1
I could not have done the decorating without your help.|defensive|1|1
I could not have done the decorating without your help.|defensive|2|1
I could not have done the decorating without your help.|defensive|3|1
I could not have done the decorating without your help.|defensive|4|1
I could not have done the decorating without your help.|descriptive|0|1
I could not have done the decorating without your help.|descriptive|1|1
I could not have done the decorating without your help.|descriptive|2|1
I could not have done the decorating without your help.|descriptive|3|1
I could not have done the decorating without your help.|descriptive|4|1
I could not have done the decorating without your help.|desperate|0|1
I could not have done the decorating without your help.|desperate|1|1
I could not have done the decorating without your help.|desperate|2|1
I could not have done the decorating without your help.|desperate|3|1
I could not have done the decorating without your help.|desperate|4|1
I could not have done the decorating without your help.|disappointed|0|1
I could not have done the decorating without your help.|disappointed|1|1
I could not have done the decorating without your help.|disappointed|2|1
I could not have done the decorating without your help.|disappointed|3|1
I could not have done the decorating without your help.|disappointed|4|1
I could not have done the decorating without your help.|encouraging|0|1
I could not have done the decorating without your help.|encouraging|1|1
I could not have done the decorating without your help.|encouraging|2|1
I could not have done the decorating without your help.|encouraging|3|1
I could not have done the decorating without your help.|encouraging|4|2
I could not have done the decorating without your help.|excited|0|1
I could not have done the decorating without your help.|excited|1|1
I could not have done the decorating without your help.|excited|2|1
I could not have done the decorating without your help.|excited|3|1
I could not have done the decorating without your help.|excited|4|1
I could not have done the decorating without your help.|friendly|0|5
I could not have done the decorating without your help.|friendly|1|5
I could not have done the decorating without your help.|friendly|2|4
I could not have done the decorating without your help.|friendly|3|3.5
I could not have done the decorating without your help.|friendly|4|4
I could not have done the decorating without your help.|frustrated|0|1
I could not have done the decorating without your help.|frustrated|1|1
I could not have done the decorating without your help.|frustrated|2|1
I could not have done the decorating without your help.|frustrated|3|1
I could not have done the decorating without your help.|frustrated|4|1
I could not have done the decorating without your help.|grateful|0|4
I could not have done the decorating without your help.|grateful|1|4
I could not have done the decorating without your help.|grateful|2|4
I could not have done the decorating without your help.|grateful|3|4
I could not have done the decorating without your help.|grateful|4|4
I could not have done the decorating without your help.|happy|0|1
I could not have done the decorating without your help.|happy|1|2
I could not have done the decorating without your help.|happy|2|2
I could not have done the decorating without your help.|happy|3|2
I could not have done the decorating without your help.|happy|4|2
I could not have done the decorating without your help.|indignant|0|1
I could not have done the decorating without your help.|indignant|1|1
I could not have done the decorating without your help.|indignant|2|1
I could not have done the decorating without your help.|indignant|3|1
I could not have done the decorating without your help.|indignant|4|1
I could not have done the decorating without your help.|irritated|0|1
I could not have done the decorating without your help.|irritated|1|1
I could not have done the decorating without your help.|irritated|2|1
I could not have done the decorating without your help.|irritated|3|1
I could not have done the decorating without your help.|irritated|4|1
I could not have done the decorating without your help.|joyful|0|1
I could not have done the decorating without your help.|joyful|1|1
I could not have done the decorating without your help.|joyful|2|1
I could not have done the decorating without your help.|joyful|3|1
I could not have done the decorating without your help.|joyful|4|1
I could not have done the decorating without your help.|nostalgic|0|1
I could not have done the decorating without your help.|nostalgic|1|1
I could not have done the decorating without your help.|nostalgic|2|1
I could not have done the decorating without your help.|nostalgic|3|1
I could not have done the decorating without your help.|nostalgic|4|1
I could not have done the decorating without your help.|pleased|0|3
I could not have done the decorating without your help.|pleased|1|3
I could not have done the decorating without your help.|pleased|2|3
I could not have done the decorating without your help.|pleased|3|3
I could not have done the decorating without your help.|pleased|4|3
I could not have done the decorating without your help.|proud|0|1
I could not have done the decorating without your help.|proud|1|1
I could not have done the decorating without your help.|proud|2|1
I could not have done the decorating without your help.|proud|3|1
I could not have done the decorating without your help.|proud|4|1
I could not have done the decorating without your help.|reassuring|0|1
I could not have done the decorating without your help.|reassuring|1|1
I could not have done the decorating without your help.|reassuring|2|1
I could not have done the decorating without your help.|reassuring|3|1
I could not have done the decorating without your help.|reassuring|4|1
I could not have done the decorating without your help.|reflective|0|1
I could not have done the decorating without your help.|reflective|1|1
I could not have done the decorating without your help.|reflective|2|1
I could not have done the decorating without your help.|reflective|3|2
I could not have done the decorating without your help.|reflective|4|1
I could not have done the decorating without your help.|relieved|0|1
I could not have done the decorating without your help.|relieved|1|2
I could not have done the decorating without your help.|relieved|2|2
I could not have done the decorating without your help.|relieved|3|2
I could not have done the decorating without your help.|relieved|4|2
I could not have done the decorating without your help.|resigned|0|1
I could not have done the decorating without your help.|resigned|1|1
I could not have done the decorating without your help.|resigned|2|1
I could not have done the decorating without your help.|resigned|3|1
I could not have done the decorating without your help.|resigned|4|1
I could not have done the decorating without your help.|sad|0|1
I could not have done the decorating without your help.|sad|1|1
I could not have done the decorating without your help.|sad|2|1
I could not have done the decorating without your help.|sad|3|1
I could not have done the decorating without your help.|sad|4|1
I could not have done the decorating without your help.|sarcastic|0|5
I could not have done the decorating without your help.|sarcastic|1|5
I could not have done the decorating without your help.|sarcastic|2|4
